right_joint_s_0, right_joint_s_1, right_joint_s_2, right_joint_s_3, right_joint_s_4, right_joint_s_6, right_joint_s_5,right_gripper_s,left_joint_s_0, left_joint_s_1, left_joint_s_2, left_joint_s_3, left_joint_s_4, left_joint_s_6, left_joint_s_5, left_gripper_s
0.1, 0.8, 0.0, 1.6, 0.0, 0.35, -0.55, 1.0, 0.1, 0.8, 0.0, 1.6, 0.0, 0.35, -0.55,1.0
